node,node_type,pagerank,betweenness,in_degree
micron,Entity,6.669501598097976e-05,4.985273607653058e-06,1
consultant,Entity,6.663469569597766e-05,4.657958132165151e-06,2
internet provider,DataPoint,6.662251041849617e-05,0.0,1
domain information,DataPoint,6.662251041849617e-05,0.0,1
publisher,Entity,6.660275983426457e-05,6.027530224135493e-06,3
system configuration information,DataPoint,6.658637329671281e-05,0.0,1
frequency of visit to website,DataPoint,6.658637329671281e-05,0.0,1
page view information,DataPoint,6.658637329671281e-05,0.0,1
sponsor,Entity,6.650024475659038e-05,3.348478476621706e-06,2
government official,Entity,6.643440581333809e-05,2.2405724079339589e-07,1
law enforcement official,Entity,6.643148656677431e-05,1.9379981894898582e-06,1
service vendor,Entity,6.643148656677431e-05,1.9379981894898582e-06,1
trust center,Entity,6.643148656677431e-05,1.9379981894898582e-06,1
CDW,Entity,6.64088603039385e-05,1.7914854179620666e-06,1
smci,Entity,6.639389216083172e-05,1.964100032600235e-06,1
behavioral datum of connect computer you use,DataPoint,6.638172139352777e-05,0.0,1
photograph identify you,DataPoint,6.638172139352777e-05,0.0,1
unique ids as mobile device,DataPoint,6.638172139352777e-05,0.0,1
public information,DataPoint,6.638172139352777e-05,0.0,1
demographic attribute,DataPoint,6.638172139352777e-05,0.0,1
information you provide on public social medium profile relate to professional history as linkedin,DataPoint,6.638172139352777e-05,0.0,1
Intel,Company,6.636636699465248e-05,0.0,1
web server,Entity,6.625917887287076e-05,4.834111702049295e-07,1
organization provide service to water,Entity,6.62491256424259e-05,2.8777463972743667e-06,1
browsing information,Category,6.62292382078669e-05,1.657409726416901e-05,2
amd,Entity,6.621427444355043e-05,2.2735871878160196e-06,1
general information,DataPoint,6.618138269163528e-05,0.0,1
service provider who provide datum processing for we,Entity,6.616295509575577e-05,1.4540975658515497e-06,1
business collaborator,Entity,6.616295509575577e-05,1.4540975658515497e-06,1
irs,Entity,6.611275138595666e-05,4.143524316042253e-08,1
internal revenue service,Entity,6.611275138595666e-05,4.143524316042253e-08,1
securities,Entity,6.611275138595666e-05,4.143524316042253e-08,1
information generate from use of services reflect user about interest,DataPoint,6.611234992567495e-05,0.0,1
account log,DataPoint,6.608154061343994e-05,0.0,1
tax identification,DataPoint,6.608154061343994e-05,0.0,1
inference about health,DataPoint,6.608154061343994e-05,0.0,1
driver license,DataPoint,6.608154061343994e-05,0.0,1
criminal history information,DataPoint,6.608154061343994e-05,0.0,1
July Systems,Entity,6.607336744120046e-05,2.0427313447092924e-06,1
trimble,Entity,6.60474865632178e-05,3.0139970629753614e-06,1
verisign,Entity,6.601554845847327e-05,2.491638624367678e-06,1
entity for business purpose,Entity,6.601554845847327e-05,2.491638624367678e-06,1
payment service,Entity,6.59840601861899e-05,3.455567739124761e-06,1
account datum,Category,6.597846761904219e-05,3.277988125580094e-05,1
detail about you,Category,6.597846761904219e-05,0.0,1
personal information submit to we,Category,6.597846761904219e-05,3.277988125580094e-05,1
threat data,Category,6.597846761904219e-05,8.194970313950234e-06,1
customer program,Entity,6.597514483198919e-05,1.7998704915849164e-06,1
factset,Entity,6.592239565296834e-05,5.711267299323636e-06,1
other technologies,Entity,6.592239565296834e-05,6.628642387073078e-07,1
installer,Entity,6.582057747020714e-05,3.0305459151018026e-07,1
login credential for investor portal,DataPoint,6.579411621840065e-05,0.0,1
behalf,Entity,6.574726837861908e-05,5.183537114456277e-07,1
country for processing,Entity,6.574726837861908e-05,2.1729463564510785e-06,1
International Association of Privacy Professionals,Entity,6.574726837861908e-05,8.900904086312987e-08,1
relevant affiliates of teledyne,Entity,6.574726837861908e-05,2.1729463564510785e-06,1
self regulatory organization,Entity,6.572032572102689e-05,4.394219520937702e-06,2
Palo Alto Networks,Entity,6.571023706069501e-05,2.033113589679142e-06,1
applicable partner responsible,Entity,6.569196502882458e-05,1.7483489471423533e-06,1
sponsor of resource,Entity,6.569196502882458e-05,1.7483489471423533e-06,1
sponsor of contest,Entity,6.569196502882458e-05,1.7483489471423533e-06,1
app on device,Entity,6.569196502882458e-05,1.8415663626854457e-07,1
sponsor of event,Entity,6.569196502882458e-05,1.7483489471423533e-06,1
unique identifier send to browser on computer,DataPoint,6.567346696421963e-05,0.0,1
information on use of technology,DataPoint,6.567346696421963e-05,0.0,1
standard log file,DataPoint,6.567346696421963e-05,0.0,1
http,DataPoint,6.567346696421963e-05,0.0,1
performance analytics cookies,DataPoint,6.567346696421963e-05,0.0,1
different category,DataPoint,6.567346696421963e-05,0.0,1
base local storage,DataPoint,6.567346696421963e-05,0.0,1
health care provider,Entity,6.558561243306593e-05,4.603915906713614e-08,1
marketing partner,Entity,6.558561243306593e-05,5.78942425269237e-07,1
health oversight agency for activity authorize,Entity,6.558561243306593e-05,3.069277271142409e-08,1
company in mmc group,Entity,6.558561243306593e-05,3.5041280902360504e-06,1
our websites,Entity,6.558561243306593e-05,2.932588137259823e-06,1
medical examiner,Entity,6.558561243306593e-05,3.069277271142409e-08,1
customer service,Entity,6.558561243306593e-05,9.207831813427229e-08,1
discharge planner in hospital,Entity,6.558561243306593e-05,3.069277271142409e-08,1
competent law enforcement body,Entity,6.558561243306593e-05,2.1868368035884285e-06,1
regulatory government agency,Entity,6.558561243306593e-05,2.1868368035884285e-06,1
Linode,Entity,6.558561243306593e-05,4.880150861116431e-07,1
chubb,Entity,6.556243041410515e-05,1.5523131021686324e-06,1
employee,Entity,6.553577848313218e-05,2.178187022187935e-06,2
ibm,Entity,6.553445548827062e-05,4.7416398868289783e-07,1
session replay technology,Entity,6.55243791203564e-05,5.759837615620872e-07,1
personal history,DataPoint,6.551547052037003e-05,0.0,1
survive company,Entity,6.546197499860845e-05,1.4571389015228846e-06,1
analytic model support business,Entity,6.546197499860845e-05,1.4571389015228846e-06,1
chubb business unit,Entity,6.546197499860845e-05,1.4571389015228846e-06,1
vendor provider,Entity,6.546197499860845e-05,1.4571389015228846e-06,1
for affiliate,Entity,6.545201247806331e-05,1.940337708528701e-06,1
entity involve in potential significant corporate transaction,Entity,6.545201247806331e-05,1.940337708528701e-06,1
governmental entity,Entity,6.545201247806331e-05,1.940337708528701e-06,1
F5 Networks,Entity,6.545201247806331e-05,1.940337708528701e-06,1
degree hold,DataPoint,6.539965289783196e-05,0.0,1
party locate in country,Entity,6.539170694281907e-05,3.421289258035266e-06,2
gen digital,Entity,6.538847103604988e-05,2.4811984312256856e-06,1
successor entity,Entity,6.534215468373888e-05,1.7538313325177802e-06,1
administering program,Entity,6.534215468373888e-05,1.7538313325177802e-06,1
platform,Entity,6.534083264917695e-05,1.968304670393816e-06,3
disclosure of information stryker,Entity,6.5296941101721e-05,3.4679910042698622e-06,1
retention of information stryker,Entity,6.5296941101721e-05,3.4679910042698622e-06,1
page,Entity,6.5296941101721e-05,3.069277271142409e-08,1
participate in stryker online community,Entity,6.5296941101721e-05,3.069277271142409e-08,1
payee,Entity,6.5296941101721e-05,4.290082305739303e-06,1
everest,Entity,6.5296941101721e-05,9.207831813427229e-08,1
authorized agent,Entity,6.528895657553486e-05,1.8415663626854457e-07,2
hardware identifier,DataPoint,6.521570871640856e-05,0.0,1
enphase,Entity,6.520966837363998e-05,2.1598541462597034e-06,1
shipping partner,Entity,6.520966837363998e-05,2.570154324430441e-07,1
public authority,Entity,6.519269867651311e-05,2.1775967765588692e-06,1
marketing agency,Entity,6.519269867651311e-05,2.1775967765588692e-06,1
accenture company affiliate,Entity,6.519269867651311e-05,2.1775967765588692e-06,1
synchrony,Entity,6.517588538212474e-05,1.3179107328661228e-06,1
voluntary cboe website registration form,Entity,6.516753671180776e-05,2.0376101881987528e-06,1
manufacturer of product,Entity,6.51608286945486e-05,0.0,1
collaboration partner,Entity,6.51608286945486e-05,0.0,1
Switzerland Tourism,Entity,6.51608286945486e-05,0.0,1
user alia,DataPoint,6.515083403823318e-05,0.0,1
service provider request mobile carrier,Entity,6.514271943155042e-05,4.603915906713614e-08,1
internet information,Category,6.509161685408114e-05,1.638994062790047e-05,1
technical mobile device information,Category,6.509161685408114e-05,3.277988125580094e-05,1
partner of labcorp,Entity,6.504675928122207e-05,3.4679910042698622e-06,1
provider of insurance broking we use,Entity,6.504675928122207e-05,1.5790541456993488e-06,1
third party online advertising,Entity,6.504675928122207e-05,5.597889546060502e-07,1
computer server locate within united states,Entity,6.504675928122207e-05,4.603915906713614e-08,1
gallagher group company,Entity,6.504675928122207e-05,1.5790541456993488e-06,1
asset purchaser,Entity,6.504675928122207e-05,1.5790541456993488e-06,1
key,Entity,6.504675928122207e-05,6.304362238345446e-07,1
successor entity in event of merger,Entity,6.504675928122207e-05,2.2208081224758445e-06,1
law enforcement about decedent,Entity,6.504675928122207e-05,5.831626815170578e-08,1
law enforcement authority,Entity,6.504675928122207e-05,2.2208081224758445e-06,1
service provider with whom we contract,Entity,6.504675928122207e-05,2.2208081224758445e-06,1
exchange,Entity,6.504675928122207e-05,2.2208081224758445e-06,1
industry body,Entity,6.504675928122207e-05,1.5790541456993488e-06,1
insurer who provide you with insurance,Entity,6.504675928122207e-05,1.5790541456993488e-06,1
labcorp personnel,Entity,6.504675928122207e-05,9.207831813427229e-08,1
marketaxess,Entity,6.504675928122207e-05,2.176620188336233e-06,1
contract service provider for use describe in we use personal information section above,Entity,6.504675928122207e-05,4.293918902328231e-06,1
sub,Entity,6.504675928122207e-05,2.176620188336233e-06,1
marketaxess group company,Entity,6.504675928122207e-05,2.176620188336233e-06,1
independent contractor,Entity,6.504675928122207e-05,2.178187022187935e-06,1
financial institution,Entity,6.493377394293223e-05,1.5306036762484216e-06,1
bank issue mastercard card,Entity,6.493377394293223e-05,1.3008232718216174e-06,1
third parties with whom,Entity,6.493377394293223e-05,1.0289680000383191e-06,1
sold synchrony,Entity,6.493377394293223e-05,1.0289680000383191e-06,1
advertising providers,Entity,6.485222142820103e-05,3.6651348384697164e-06,2
new provider,Entity,6.482785018828549e-05,4.288438050058334e-06,1
skywork,Entity,6.482785018828549e-05,9.207831813427229e-08,1
Aon,Entity,6.482785018828549e-05,9.207831813427229e-08,1
danaher corporation,Entity,6.482785018828549e-05,1.2277109084569637e-07,1
acquire organization,Entity,6.482785018828549e-05,4.302140180733077e-06,1
different website,Entity,6.482785018828549e-05,4.603915906713614e-08,1
insurance market participant,Entity,6.482785018828549e-05,3.069277271142409e-08,1
provider of third,Entity,6.482785018828549e-05,6.305272103149145e-07,1
operating system version information,DataPoint,6.47747074656043e-05,0.0,1
referral source,DataPoint,6.47747074656043e-05,0.0,1
timing,DataPoint,6.47747074656043e-05,0.0,1
page view,DataPoint,6.47747074656043e-05,0.0,1
identification number,DataPoint,6.47747074656043e-05,0.0,1
website,DataPoint,6.47747074656043e-05,9.54175933257906e-07,1
mobile device number,DataPoint,6.47747074656043e-05,0.0,1
login logout info,DataPoint,6.47747074656043e-05,0.0,1
proxy server information,DataPoint,6.47747074656043e-05,0.0,1
traffic referral,DataPoint,6.47747074656043e-05,0.0,1
website navigation path,DataPoint,6.47747074656043e-05,0.0,1
pattern,DataPoint,6.47747074656043e-05,0.0,1
length of visit,DataPoint,6.47747074656043e-05,0.0,1
physical identification of you,DataPoint,6.473555032742956e-05,0.0,1
particular category,DataPoint,6.473555032742956e-05,0.0,1
employee training,DataPoint,6.473555032742956e-05,0.0,1
personal information concern you,DataPoint,6.473555032742956e-05,0.0,1
confirmation from intuitive,DataPoint,6.473555032742956e-05,0.0,1
information relate to criminal conviction prevent,DataPoint,6.473555032742956e-05,0.0,1
information concern health,DataPoint,6.473555032742956e-05,0.0,1
third party payment service information,DataPoint,6.473555032742956e-05,0.0,1
applicable sensitive personal information,DataPoint,6.473555032742956e-05,0.0,1
foregoing category,DataPoint,6.473555032742956e-05,0.0,1
current employer name,DataPoint,6.470860332034322e-05,0.0,1
professional certification,DataPoint,6.470860332034322e-05,0.0,1
salary information,DataPoint,6.470860332034322e-05,0.0,1
pensionable service period,DataPoint,6.470860332034322e-05,0.0,1
job title employment status,DataPoint,6.470860332034322e-05,0.0,1
employment benefit,DataPoint,6.470860332034322e-05,0.0,1
tax,DataPoint,6.470860332034322e-05,0.0,1
profession,DataPoint,6.470860332034322e-05,0.0,1
expense information,DataPoint,6.470860332034322e-05,0.0,1
employer employee identification information,DataPoint,6.470860332034322e-05,0.0,1
participant in open banking ecosystem,Entity,6.465131059720762e-05,1.2547841127544813e-06,1
service provider act on behalf,Entity,6.465131059720762e-05,1.2547841127544813e-06,1
analytics providers,Entity,6.465131059720762e-05,1.2547841127544813e-06,1
service provider who perform service on behalf for purpose describe in global privacy notice,Entity,6.465131059720762e-05,1.2547841127544813e-06,1
headquarters in u.s.,Entity,6.465131059720762e-05,1.2547841127544813e-06,1
authorized ede partner,Entity,6.463469510628264e-05,3.069277271142409e-08,1
health sherpa,Entity,6.463469510628264e-05,3.069277271142409e-08,1
medical provider,Entity,6.463469510628264e-05,5.711267299323636e-06,1
company work with,Entity,6.463469510628264e-05,5.8162804288148654e-06,1
particular software product,Entity,6.463469510628264e-05,2.4847327505076075e-06,1
personal data of website software user,Category,6.46217254714198e-05,0.0,1
co,Entity,6.450411138887227e-05,8.937524098371805e-07,1
first solar brand,Entity,6.449028009170107e-05,3.6831327253708916e-08,1
trust business partner,Entity,6.449028009170107e-05,3.6831327253708916e-08,1
adi,Entity,6.446300170005788e-05,8.635411602359168e-06,1
we to whom,Entity,6.446300170005788e-05,4.603915906713614e-08,1
we as,Entity,6.446300170005788e-05,4.603915906713614e-08,1
intuitive,Entity,6.446300170005788e-05,9.207831813427229e-08,1
different service within website,Entity,6.446300170005788e-05,9.207831813427229e-08,1
trusted party,Entity,6.446300170005788e-05,4.6653014521364625e-07,1
invoice partner,Entity,6.446300170005788e-05,1.2452702533467283e-07,1
tax information,DataPoint,6.445271123304446e-05,0.0,1
information about financial,DataPoint,6.445271123304446e-05,0.0,1
detail of income,DataPoint,6.445271123304446e-05,0.0,1
brokerage account number,DataPoint,6.445271123304446e-05,0.0,1
information protect under federal law,DataPoint,6.445271123304446e-05,0.0,1
investment preference,DataPoint,6.445271123304446e-05,0.0,1
information about your,DataPoint,6.445271123304446e-05,0.0,1
in instance identification document,Category,6.442974990559329e-05,1.8415663626854457e-07,1
members of investigator teams,Entity,6.43841155404411e-05,2.4924756999870804e-06,1
|healthcare provider,Entity,6.43841155404411e-05,2.4924756999870804e-06,1
clinical investigator,Entity,6.43841155404411e-05,2.4924756999870804e-06,1
application submit,Entity,6.43612745076298e-05,2.0159921601213398e-06,1
health care professional,Entity,6.434625018382504e-05,1.2277109084569639e-08,1
medical examiners,Entity,6.434625018382504e-05,1.2277109084569639e-08,1
health oversight agency perform activity authorize,Entity,6.434625018382504e-05,1.2277109084569639e-08,1
social service,Entity,6.434625018382504e-05,1.2277109084569639e-08,1
protective agency,Entity,6.434625018382504e-05,1.2277109084569639e-08,1
organization involve in organ transplantation,Entity,6.434625018382504e-05,1.2277109084569639e-08,1
company act on behalf,Entity,6.434625018382504e-05,1.2277109084569639e-08,1
medical examiner for purpose of,Entity,6.434625018382504e-05,1.2277109084569639e-08,1
applied materials,Entity,6.430938128396206e-05,9.207831813427229e-08,1
company with whom we merge,Entity,6.430938128396206e-05,1.724862447840845e-07,1
webchoices tool,Entity,6.430938128396206e-05,9.207831813427229e-08,1
tool,Entity,6.430938128396206e-05,4.603915906713614e-08,1
control company,Entity,6.426170598241507e-05,1.9455318700644804e-06,1
cboe global markets,Entity,6.426170598241507e-05,1.9455318700644804e-06,1
own subsidiary,Entity,6.426170598241507e-05,1.9455318700644804e-06,1
telephony log information,Category,6.42047660891201e-05,1.9440403627978168e-05,1
available customer list information,Category,6.42047660891201e-05,0.0,1
information you not provide,Category,6.42047660891201e-05,0.0,1
web traffic information,Category,6.42047660891201e-05,3.050463000077742e-06,1
ibm subsidiary,Entity,6.420437492359274e-05,2.894766934868884e-06,1
insurance detail,DataPoint,6.417782929742373e-05,0.0,1
information about company,DataPoint,6.417782929742373e-05,0.0,1
licensing,DataPoint,6.417782929742373e-05,0.0,1
disciplinary record,DataPoint,6.417782929742373e-05,0.0,1
pension information,DataPoint,6.417782929742373e-05,0.0,1
name of organization,DataPoint,6.417782929742373e-05,0.0,1
insulet corporation,Entity,6.41711229094758e-05,2.4828725824644907e-06,1
insulet,Entity,6.41711229094758e-05,2.4828725824644907e-06,1
aggregation service provider,Entity,6.41711229094758e-05,4.603915906713614e-08,1
citi,Entity,6.41711229094758e-05,4.603915906713614e-08,1
ge healthcare,Entity,6.41711229094758e-05,6.314047895933203e-07,1
authorize party,Entity,6.41711229094758e-05,2.4828725824644907e-06,1
member of blackrock group,Entity,6.41711229094758e-05,9.207831813427229e-08,1
developer portal,Entity,6.410705195544558e-05,1.8415663626854457e-07,1
web browser,Entity,6.405469227141873e-05,6.79347349491107e-07,2
controller data,Category,6.40479837082724e-05,0.0,2
professional datum,Category,6.40479837082724e-05,5.550608571514033e-08,2
cadence,Entity,6.404603199922632e-05,9.207831813427229e-08,1
network,Entity,6.399212802497393e-05,3.406035309973384e-07,2
affliates group policy sponsor,Entity,6.393871540062089e-05,9.753002427493745e-07,1
consumer datum,Entity,6.393871540062089e-05,9.753002427493745e-07,1
fduciary representative,Entity,6.393871540062089e-05,9.753002427493745e-07,1
insurance|- affliates group policy sponsor,Entity,6.393871540062089e-05,9.753002427493745e-07,1
|geolocation affliates group policy sponsor,Entity,6.393871540062089e-05,9.753002427493745e-07,1
agent industry self- regulatory body attorney,Entity,6.393871540062089e-05,9.753002427493745e-07,1
disciplinary history|- affliates group policy sponsor,Entity,6.393871540062089e-05,9.753002427493745e-07,1
consumer reporting agency government,Entity,6.393871540062089e-05,9.753002427493745e-07,1
services|- affliates group policy sponsor,Entity,6.393871540062089e-05,9.753002427493745e-07,1
information used|- affliates group policy sponsor,Entity,6.393871540062089e-05,9.753002427493745e-07,1
davita,Entity,6.393231298990862e-05,9.207831813427229e-08,1
professional advisers,Entity,6.393231298990862e-05,2.1675840643421704e-06,1
mobile application,Entity,6.393231298990862e-05,2.824831259904996e-07,1
data technologies,Entity,6.393231298990862e-05,2.824831259904996e-07,1
company within brown family of company,Entity,6.393231298990862e-05,2.1675840643421704e-06,1
feature,Entity,6.393205095818178e-05,3.4402486121332296e-07,2
professional service provider,Entity,6.392291102457134e-05,1.0068741629537857e-06,1
select entity,Entity,6.392291102457134e-05,1.0068741629537857e-06,1
ice affiliates,Entity,6.392291102457134e-05,1.0068741629537857e-06,1
security broker,Entity,6.392291102457134e-05,1.0068741629537857e-06,1
lender,Entity,6.389547263593394e-05,3.7651446242016902e-06,2
branch,DataPoint,6.386279824293613e-05,0.0,1
statistic regard,DataPoint,6.386279824293613e-05,0.0,1
atm vestibule,DataPoint,6.386279824293613e-05,0.0,1
navigation,DataPoint,6.386279824293613e-05,0.0,1
geotag information in photograph,DataPoint,6.386279824293613e-05,0.0,1
router ssid,DataPoint,6.386279824293613e-05,0.0,1
OneSpot,Entity,6.382848259009682e-05,9.207831813427229e-08,1
governmental agency,Entity,6.382848259009682e-05,3.4679910042698622e-06,1
research data,Category,6.382447701512687e-05,0.0,2
assignments,Entity,6.381859398059093e-05,1.939982028045731e-06,1
third party advertising partners,Entity,6.381859398059093e-05,1.939982028045731e-06,1
third party partner with whom we offer co - brand - market promotion,Entity,6.381859398059093e-05,1.939982028045731e-06,1
external auditor,Entity,6.377988112635512e-05,1.1679425821063642e-06,1
legal professional advisor,Entity,6.377988112635512e-05,1.1679425821063642e-06,1
t. rowe price affiliate,Entity,6.377988112635512e-05,1.1679425821063642e-06,1
provider of administrative service,Entity,6.377988112635512e-05,1.1679425821063642e-06,1
outside entity engage we as,Entity,6.377988112635512e-05,1.1679425821063642e-06,1
infrastructure service provider,Entity,6.377988112635512e-05,1.1679425821063642e-06,1
existing company in t. rowe price family of company,Entity,6.377988112635512e-05,1.1679425821063642e-06,1
plan sponsor,Entity,6.377988112635512e-05,1.1679425821063642e-06,1
u.s. headquarters,Entity,6.373330472360266e-05,2.4686954445930236e-06,1
agilent,Entity,6.373330472360266e-05,2.4686954445930236e-06,1
agilent technologies inc.,Entity,6.373330472360266e-05,2.4686954445930236e-06,1
company for you work,Entity,6.371521306302939e-05,1.0991219332914306e-06,1
msi entity,Entity,6.371521306302939e-05,1.0991219332914306e-06,1
processor,Entity,6.371521306302939e-05,1.0991219332914306e-06,1
influencer,Entity,6.371521306302939e-05,1.0991219332914306e-06,1
contest provider,Entity,6.371521306302939e-05,1.0991219332914306e-06,1
attorney,Entity,6.368862939851356e-05,2.4820355068450877e-06,1
passive information collection technology,Entity,6.364574108642803e-05,9.207831813427229e-08,1
division,Entity,6.364574108642803e-05,1.947517241725884e-06,1
hold company,Entity,6.364574108642803e-05,1.947517241725884e-06,1
transactional party,Entity,6.364574108642803e-05,1.947517241725884e-06,1
entity perform service on behalf,Entity,6.364574108642803e-05,1.947517241725884e-06,1
plugin,Entity,6.364574108642803e-05,9.207831813427229e-08,1
third party payment processor,Entity,6.364574108642803e-05,4.603915906713614e-08,1
agents,Entity,6.359787711601131e-05,0.0,1
information about browser device,Category,6.359133088417544e-05,8.287048632084505e-07,1
nvidia,Entity,6.359115596195553e-05,1.8415663626854457e-07,1
main datum center in united states,Entity,6.356491311365145e-05,4.313540353454462e-06,1
biogen,Entity,6.356491311365145e-05,1.071297349860044e-06,1
third party for cross - context behavioral advertising,Entity,6.356491311365145e-05,3.4391617213302014e-06,1
visa website,Entity,6.356491311365145e-05,4.603915906713614e-08,1
visa,Entity,6.356491311365145e-05,4.313540353454462e-06,1
log number,DataPoint,6.353234361312758e-05,0.0,1
access credential,DataPoint,6.353234361312758e-05,0.0,1
organization affiliate with,Entity,6.350228229839873e-05,3.4529369300352106e-07,1
product provide,Entity,6.350228229839873e-05,3.4529369300352106e-07,1
affliate,Entity,6.349007239811757e-05,2.491452607563366e-06,1
firm with whom we have direct,Entity,6.349007239811757e-05,4.603915906713614e-08,1
entity detect,Entity,6.349007239811757e-05,2.491452607563366e-06,1
suppliers,Entity,6.349007239811757e-05,1.09414390864584e-06,1
vendor be,Entity,6.349007239811757e-05,9.207831813427229e-08,1
service provider for auditing,Entity,6.349007239811757e-05,1.09414390864584e-06,1
team of supplier,Entity,6.349007239811757e-05,1.09414390864584e-06,1
website link through services,Entity,6.349007239811757e-05,2.793440924177403e-07,1
quest,Entity,6.349007239811757e-05,9.207831813427229e-08,1
associated firm,Entity,6.349007239811757e-05,2.491452607563366e-06,1
entity help,Entity,6.349007239811757e-05,2.491452607563366e-06,1
coinbase,Entity,6.349007239811757e-05,2.8816527501649116e-06,1
quest diagnostics,Entity,6.349007239811757e-05,3.4522792277628227e-06,1
advertising,Entity,6.349007239811757e-05,4.603915906713614e-08,1
bio techne,Entity,6.342057744797899e-05,9.207831813427229e-08,1
government entity,Entity,6.341182983187762e-05,7.884678697785494e-06,2
certain web browser,Entity,6.340297553753113e-05,1.4579067037926443e-07,2
similar tracking technologies,Entity,6.335587525302237e-05,6.292483447852718e-07,1
institution,Entity,6.335587525302237e-05,9.207831813427229e-08,1
align global websites,Entity,6.335587525302237e-05,4.603915906713614e-08,1
invesco,Entity,6.335587525302237e-05,3.491302895924491e-07,1
Demandbase,Entity,6.335587525302237e-05,1.1647119519763103e-07,1
cboe websites,Entity,6.335587525302237e-05,9.719947464481167e-08,1
visual information,DataPoint,6.334752391623508e-05,1.1553890214197376e-08,1
login name,DataPoint,6.334752391623508e-05,0.0,1
gamer tag,DataPoint,6.334752391623508e-05,0.0,1
user credential,DataPoint,6.334752391623508e-05,0.0,1
copy of official document,DataPoint,6.334752391623508e-05,0.0,1
pnr,DataPoint,6.334752391623508e-05,0.0,1
license plate number,DataPoint,6.334752391623508e-05,0.0,1
identifier identify you,DataPoint,6.334752391623508e-05,0.0,1
military passbook,DataPoint,6.334752391623508e-05,0.0,1
pseudonymized identifier,DataPoint,6.334752391623508e-05,0.0,1
death,DataPoint,6.334752391623508e-05,0.0,1
birth,DataPoint,6.334752391623508e-05,0.0,1
identification number issue,DataPoint,6.334752391623508e-05,0.0,1
identifi number,DataPoint,6.334752391623508e-05,0.0,1
id number,DataPoint,6.334752391623508e-05,0.0,1
internet tracking datum,Category,6.331791532415905e-05,0.0,1
information regard yourself,Category,6.331791532415905e-05,0.0,1
pseudonymisation,Category,6.331791532415905e-05,3.277988125580094e-05,1
registration information relate to online training,Category,6.331791532415905e-05,3.277988125580094e-05,1
professional experience,Category,6.331791532415905e-05,0.0,1
governmental identification,Category,6.331791532415905e-05,0.0,1
information for legitimate business interest,Category,6.331791532415905e-05,0.0,1
hashed detail about identity with third party ad provider,Category,6.331791532415905e-05,0.0,1
information gather from blockchain,Category,6.331791532415905e-05,3.277988125580094e-05,1
nonpublic personal information about investor from source,Category,6.331791532415905e-05,3.277988125580094e-05,1
legal request.| ||commercial information,Category,6.331791532415905e-05,0.0,1
blog information,Category,6.331791532415905e-05,0.0,1
personal information include,Category,6.331791532415905e-05,0.0,1
common account identifier,Category,6.331791532415905e-05,1.638994062790047e-05,1
identifier from you,Category,6.331791532415905e-05,0.0,1
communication usage information,Category,6.331791532415905e-05,0.0,1
background information,Category,6.331791532415905e-05,3.277988125580094e-05,1
login detail,Category,6.331791532415905e-05,1.925325447671666e-06,1
bsc,Entity,6.329548653772952e-05,4.3479601057094175e-07,1
company provide service to we,Entity,6.329548653772952e-05,4.286063014074713e-06,1
online service,Entity,6.329548653772952e-05,3.491302895924491e-07,1
hartford,Entity,6.329548653772952e-05,6.256603668097988e-08,1
work experience,DataPoint,6.327252572641778e-05,0.0,1
copilot,Entity,6.32575237353785e-05,8.256355859373081e-07,1
service provider who provide,Entity,6.318603199126123e-05,3.4679910042698622e-06,1
payment service provider,Entity,6.316077324976855e-05,1.5014741886212037e-06,1
business entity,Entity,6.313627992468474e-05,3.069277271142409e-08,1
department,Entity,6.313627992468474e-05,3.069277271142409e-08,1
feedback feature in pc manager,Entity,6.313514445386841e-05,0.0,1
base application,Entity,6.313514445386841e-05,4.5732231340021904e-07,1
operating system of device,Entity,6.313514445386841e-05,0.0,1
aggregated identify diagnostic datum,Category,6.310588859878028e-05,1.657409726416901e-05,2
personal datum from shareholder of company,Category,6.310588859878028e-05,1.657409726416901e-05,2
information about interaction with email communication,Category,6.310588859878028e-05,0.0,2
third party datum,Category,6.310588859878028e-05,1.657409726416901e-05,2
corporate affiliate,Entity,6.310544079828538e-05,9.257157246372005e-07,2
promotion,Entity,6.310303898349957e-05,1.2213165808087505e-07,2
marketing communications,Entity,6.30894544502598e-05,4.603915906713614e-08,1
trimble website,Entity,6.304530471723058e-05,5.038730186792122e-07,1
country in compliance with applicable law,Entity,6.304530471723058e-05,2.479431271584725e-06,1
authorize sale partner,Entity,6.304530471723058e-05,2.479431271584725e-06,1
most browser,Entity,6.304530471723058e-05,3.2754899634472727e-07,1
Fiserv,Company,6.30112713999673e-05,0.0,1
criminal investigation agency,Entity,6.300360774714743e-05,1.2537051936930954e-06,1
AMERICAN INTERNATIONAL GROUP,Entity,6.300360774714743e-05,1.2537051936930954e-06,1
tax authority,Entity,6.300360774714743e-05,1.2537051936930954e-06,1
governmental authority,Entity,6.300360774714743e-05,1.2537051936930954e-06,1
compensation board,Entity,6.300360774714743e-05,1.2537051936930954e-06,1
governmental public authority,Entity,6.300360774714743e-05,1.2537051936930954e-06,1
channel partners,Entity,6.300360774714743e-05,4.603915906713614e-08,1
regulatory body,Entity,6.300360774714743e-05,3.069277271142409e-08,1
citizens,Entity,6.298361604916236e-05,4.344233126165886e-06,1
children zimmer biomet,Entity,6.296416466733904e-05,4.603915906713614e-08,1
public database,Entity,6.296011108530891e-05,0.0,1
tracking technology,Entity,6.289134667384662e-05,1.8312778481064122e-07,1
windows,Entity,6.289038589084818e-05,1.6727561127726134e-06,1
